doctor_name,medical_specialty,phone_number,email,hospital_name,hospital_state,password
Steven Ramirez,SOAP / Chart / Progress Notes,(240) 555-5643,steven.ramirez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Mark Walker,Neurology,(571) 555-0213,mark.walker@hospital.com,Virginia Hospital Center,Virginia,abcd
Jessica Wright,Discharge Summary,(301) 555-4731,jessica.wright@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Ruth Lopez,Office Notes,(571) 555-4539,ruth.lopez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Michael Wilson,Surgery,(703) 555-0575,michael.wilson@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Cynthia Miller,Radiology,(571) 555-8661,cynthia.miller@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Lisa Torres,Neurosurgery,(301) 555-7677,lisa.torres@hospital.com,Virginia Hospital Center,Virginia,abcd
Jessica Scott,Surgery,(240) 555-2837,jessica.scott@hospital.com,Howard University Hospital,Washington D.C.,abcd
Paul Wright,SOAP / Chart / Progress Notes,(571) 555-4493,paul.wright@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Lisa Harris,Sleep Medicine,(703) 555-1291,lisa.harris@hospital.com,University of Maryland Medical Center,Maryland,abcd
Matthew Young,Office Notes,(240) 555-7766,matthew.young@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Thomas Brown,Neurosurgery,(301) 555-1576,thomas.brown@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Lisa Williams,SOAP / Chart / Progress Notes,(240) 555-2643,lisa.williams@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Sarah Green,Surgery,(571) 555-1362,sarah.green@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Maria Jackson,Surgery,(301) 555-0725,maria.jackson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Deborah Moore,Surgery,(240) 555-9941,deborah.moore@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Helen Perez,Surgery,(571) 555-8466,helen.perez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Anthony Thompson,Surgery,(571) 555-1924,anthony.thompson@hospital.com,Howard University Hospital,Washington D.C.,abcd
David Davis,Neurology,(240) 555-5678,david.davis@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
James Miller,Orthopedic,(301) 555-0074,james.miller@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Deborah Allen,Pain Management,(240) 555-8200,deborah.allen@hospital.com,Children's National Hospital,Washington D.C.,abcd
Kenneth Scott,General Medicine,(703) 555-7624,kenneth.scott@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Emma Hall,Surgery,(301) 555-9225,emma.hall@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Michael Hall,Radiology,(301) 555-8165,michael.hall@hospital.com,University of Maryland Medical Center,Maryland,abcd
Christine Roberts,Ophthalmology,(301) 555-9924,christine.roberts@hospital.com,University of Maryland Medical Center,Maryland,abcd
Christopher Jones,Neurology,(301) 555-1451,christopher.jones@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Ruth Wilson,Surgery,(240) 555-6915,ruth.wilson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Sharon Garcia,Surgery,(240) 555-0920,sharon.garcia@hospital.com,University of Maryland Medical Center,Maryland,abcd
Carol Garcia,Surgery,(240) 555-5568,carol.garcia@hospital.com,Children's National Hospital,Washington D.C.,abcd
Betty Mitchell,Orthopedic,(571) 555-8213,betty.mitchell@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Paul King,Neurology,(703) 555-8705,paul.king@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Carol Sanchez,Gastroenterology,(301) 555-1407,carol.sanchez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
David Brown,Consult - History and Phy.,(703) 555-0335,david.brown@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Andrew Young,Podiatry,(301) 555-8656,andrew.young@hospital.com,Howard University Hospital,Washington D.C.,abcd
Kevin Mitchell,Cardiovascular / Pulmonary,(202) 555-9016,kevin.mitchell@hospital.com,Virginia Hospital Center,Virginia,abcd
Kenneth Jackson,Ophthalmology,(301) 555-9618,kenneth.jackson@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Gregory Anderson,General Medicine,(703) 555-3937,gregory.anderson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Kevin Evans,Consult - History and Phy.,(301) 555-9879,kevin.evans@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Ruth Hall,Nephrology,(703) 555-4475,ruth.hall@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Jessica Evans,Cardiovascular / Pulmonary,(571) 555-0342,jessica.evans@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
James White,Podiatry,(703) 555-9691,james.white@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Thomas Scott,Surgery,(571) 555-9293,thomas.scott@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Janet Miller,Orthopedic,(240) 555-2981,janet.miller@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Julie Lewis,Orthopedic,(703) 555-2647,julie.lewis@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Timothy Jackson,Surgery,(240) 555-5188,timothy.jackson@hospital.com,Virginia Hospital Center,Virginia,abcd
Carol Lee,Hematology - Oncology,(703) 555-7324,carol.lee@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Michael White,Radiology,(301) 555-0487,michael.white@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Mary Walker,Cardiovascular / Pulmonary,(301) 555-5798,mary.walker@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Anthony Nelson,Cardiovascular / Pulmonary,(240) 555-5787,anthony.nelson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Daniel Johnson,Orthopedic,(571) 555-3824,daniel.johnson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Janet Adams,Gastroenterology,(202) 555-9527,janet.adams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Mary Thomas,Orthopedic,(240) 555-9529,mary.thomas@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Linda Nelson,Discharge Summary,(571) 555-7951,linda.nelson@hospital.com,University of Maryland Medical Center,Maryland,abcd
Timothy Lewis,Consult - History and Phy.,(571) 555-0338,timothy.lewis@hospital.com,Virginia Hospital Center,Virginia,abcd
Sarah Lopez,Gastroenterology,(703) 555-6094,sarah.lopez@hospital.com,Children's National Hospital,Washington D.C.,abcd
David Torres,General Medicine,(240) 555-5835,david.torres@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Anthony Evans,Orthopedic,(301) 555-9479,anthony.evans@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Sharon Miller,Consult - History and Phy.,(301) 555-7020,sharon.miller@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Nancy Adams,Office Notes,(301) 555-6751,nancy.adams@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Jessica Jackson,Consult - History and Phy.,(240) 555-3615,jessica.jackson@hospital.com,Howard University Hospital,Washington D.C.,abcd
Rachel Sanchez,ENT - Otolaryngology,(571) 555-8357,rachel.sanchez@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Jessica King,Surgery,(703) 555-3515,jessica.king@hospital.com,University of Maryland Medical Center,Maryland,abcd
Ruth Green,Consult - History and Phy.,(202) 555-2804,ruth.green@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Timothy Wilson,Office Notes,(301) 555-5321,timothy.wilson@hospital.com,Howard University Hospital,Washington D.C.,abcd
Mark Baker,Cardiovascular / Pulmonary,(202) 555-1662,mark.baker@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Kenneth Roberts,General Medicine,(240) 555-0532,kenneth.roberts@hospital.com,Virginia Hospital Center,Virginia,abcd
Patricia Lewis,Nephrology,(301) 555-6276,patricia.lewis@hospital.com,Virginia Hospital Center,Virginia,abcd
Sandra Gonzalez,Cardiovascular / Pulmonary,(202) 555-9305,sandra.gonzalez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Christine Garcia,Cardiovascular / Pulmonary,(202) 555-9904,christine.garcia@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Robert Anderson,Gastroenterology,(240) 555-0898,robert.anderson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Jessica Turner,Orthopedic,(301) 555-2509,jessica.turner@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Rachel Mitchell,Neurosurgery,(301) 555-8967,rachel.mitchell@hospital.com,George Washington University Hospital,Washington D.C.,abcd
James White,Surgery,(301) 555-3885,james.white@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Mary Davis,Orthopedic,(703) 555-5089,mary.davis@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Kevin Campbell,Cardiovascular / Pulmonary,(703) 555-7492,kevin.campbell@hospital.com,Johns Hopkins Hospital,Maryland,abcd
David Adams,Orthopedic,(301) 555-5764,david.adams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Joshua Moore,Cardiovascular / Pulmonary,(301) 555-4167,joshua.moore@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Davis,Surgery,(571) 555-8819,paul.davis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
George Moore,Gastroenterology,(571) 555-4029,george.moore@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Thomas Hernandez,Cardiovascular / Pulmonary,(301) 555-6766,thomas.hernandez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Cynthia Anderson,Dentistry,(703) 555-1092,cynthia.anderson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Daniel Adams,Orthopedic,(240) 555-5973,daniel.adams@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Mary Perez,Surgery,(301) 555-0748,mary.perez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Maria Lewis,Surgery,(240) 555-9490,maria.lewis@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Carol Green,Consult - History and Phy.,(240) 555-6443,carol.green@hospital.com,Virginia Hospital Center,Virginia,abcd
